label,message
ham,"K.:)do it at evening da:)urgent:) Best Regards, HackTheBox."
ham,"If you ask her or she say any please message. Best Regards, HackTheBox."
ham,"If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; . Best Regards, HackTheBox."
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,"i felt so...not any conveying reason.. Ese he... What about me? Best Regards, HackTheBox."
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
ham,"CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX. Best Regards, HackTheBox."
ham,"Nah can't help you there, I've never had an iphone Best Regards, HackTheBox."
ham,"Good Morning my Dear........... Have a great &amp; successful day. Best Regards, HackTheBox."
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ? Best Regards, HackTheBox."
ham,"Oh... Icic... K lor, den meet other day... Best Regards, HackTheBox."
ham,", ow u dey.i paid 60,400thousad.i told  u would call .  Best Regards, HackTheBox."
ham,"No. I dont want to hear anything Best Regards, HackTheBox."
ham,"Get me out of this dump heap. My mom decided to come to lowes. BORING. Best Regards, HackTheBox."
ham,"have you ever had one foot before? Best Regards, HackTheBox."
ham,"I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me. Best Regards, HackTheBox."
ham,"You have got tallent but you are wasting. Best Regards, HackTheBox."
ham,"Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/ Best Regards, HackTheBox."
ham,"Morning only i can ok. Best Regards, HackTheBox."
ham,"Mode men or have you left. Best Regards, HackTheBox."
ham,"Ok try to do week end course in coimbatore. Best Regards, HackTheBox."
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid! Best Regards, HackTheBox."
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
ham,"We don call like  &lt;#&gt;  times oh. No give us hypertension oh. Best Regards, HackTheBox."
ham,"Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today. Best Regards, HackTheBox."
ham,"No let me do the math. Your not good at it. Best Regards, HackTheBox."
ham,"Sir, Waiting for your mail. Best Regards, HackTheBox."
ham,"Give one miss from that number please Best Regards, HackTheBox."
ham,"Lol ... I knew that .... I saw him in the dollar store Best Regards, HackTheBox."
ham,"Ok thanx... Take care then... Best Regards, HackTheBox."
ham,"Oh :-)only 4 outside players allowed to play know Best Regards, HackTheBox."
ham,"If you're not in my car in an hour and a half I'm going apeshit Best Regards, HackTheBox."
ham,"One small prestige problem now. Best Regards, HackTheBox."
ham,"No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x Best Regards, HackTheBox."
ham,"Its not the same here. Still looking for a job. How much do Ta's earn there. Best Regards, HackTheBox."
ham,"Black shirt n blue jeans... I thk i c ü... Best Regards, HackTheBox."
ham,"I jus reached home. I go bathe first. But my sis using net tell u when she finishes k... Best Regards, HackTheBox."
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,"U guys never invite me anywhere :( Best Regards, HackTheBox."
ham,"I just saw ron burgundy captaining a party boat so yeah Best Regards, HackTheBox."
ham,"U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today. Best Regards, HackTheBox."
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,"But i haf enuff space got like 4 mb... Best Regards, HackTheBox."
ham,"Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th Best Regards, HackTheBox."
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet. Best Regards, HackTheBox."
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u? Best Regards, HackTheBox."
ham,"I'm working technical support :)voice process. Best Regards, HackTheBox."
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,"I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply. Best Regards, HackTheBox."
ham,"Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer Best Regards, HackTheBox."
ham,"645 Best Regards, HackTheBox."
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up Best Regards, HackTheBox."
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ... Best Regards, HackTheBox."
ham,"Ok.. Best Regards, HackTheBox."
ham,"No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans Best Regards, HackTheBox."
ham,"Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that. Best Regards, HackTheBox."
ham,"I'm going out to buy mum's present ar. Best Regards, HackTheBox."
ham,"Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM Best Regards, HackTheBox."
ham,"Hey are we going for the lo lesson or gym?  Best Regards, HackTheBox."
ham,"Thanks for looking out for me. I really appreciate. Best Regards, HackTheBox."
ham,"K...k...yesterday i was in cbe . Best Regards, HackTheBox."
ham,"Surely result will offer:) Best Regards, HackTheBox."
ham,"Its good to hear from you Best Regards, HackTheBox."
ham,"Ha... U jus ate honey ar? So sweet... Best Regards, HackTheBox."
ham,"Hey mr whats the name of that bill brison book the one about language and words  Best Regards, HackTheBox."
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,"Just normal only here :) Best Regards, HackTheBox."
ham,"Bring home some Wendy =D Best Regards, HackTheBox."
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,"Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you Best Regards, HackTheBox."
ham,"Wewa is 130. Iriver 255. All 128 mb. Best Regards, HackTheBox."
ham,"Your bill at 3 is £33.65 so thats not bad! Best Regards, HackTheBox."
ham,"U 2. Best Regards, HackTheBox."
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him. Best Regards, HackTheBox."
ham,"Can you please send me my aunty's number Best Regards, HackTheBox."
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details. Best Regards, HackTheBox."
ham,"Haha I heard that, text me when you're around Best Regards, HackTheBox."
ham,"yay! finally lol. i missed our cinema trip last week :-( Best Regards, HackTheBox."
ham,"1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face. Best Regards, HackTheBox."
ham,"Fuck cedar key and fuck her (come over anyway tho) Best Regards, HackTheBox."
ham,"I guess it is useless calling u 4 something important. Best Regards, HackTheBox."
ham,"Haha yeah, 2 oz is kind of a shitload Best Regards, HackTheBox."
ham,"Booked ticket for pongal? Best Regards, HackTheBox."
ham,"Just checking in on you. Really do miss seeing Jeremiah. Do have a great month Best Regards, HackTheBox."
ham,"Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx. Best Regards, HackTheBox."
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down Best Regards, HackTheBox."
ham,"Hey! There's veggie pizza... :/ Best Regards, HackTheBox."
ham,"Nothing. Can... Best Regards, HackTheBox."
ham,"Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you Best Regards, HackTheBox."
ham,"I see the letter B on my car Best Regards, HackTheBox."
ham,"If i said anything wrong sorry de:-) Best Regards, HackTheBox."
ham,"Where did u go? My phone is gonna die you have to stay in here Best Regards, HackTheBox."
ham,"Sorry da thangam, very very sorry i am held up with prasad. Best Regards, HackTheBox."
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,"All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu? Best Regards, HackTheBox."
ham,"Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that! Best Regards, HackTheBox."
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
ham,"I'll reach in ard 20 mins ok... Best Regards, HackTheBox."
ham,"What you thinked about me. First time you saw me in class. Best Regards, HackTheBox."
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two? Best Regards, HackTheBox."
ham,"She.s find. I sent you an offline message to know how anjola's now. Best Regards, HackTheBox."
ham,"Hey i'm bored... So i'm thinking of u... So wat r u doing? Best Regards, HackTheBox."
ham,"Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.  Best Regards, HackTheBox."
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ... Best Regards, HackTheBox."
ham,"Don know..he is watching film in computer.. Best Regards, HackTheBox."
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
ham,"Dunno y u ask me. Best Regards, HackTheBox."
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
ham,"Ok... Sweet dreams... Best Regards, HackTheBox."
ham,"Hi my email address has changed now it is  Best Regards, HackTheBox."
ham,"Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee Best Regards, HackTheBox."
ham,"I'm awake oh. What's up. Best Regards, HackTheBox."
ham,"I'm serious. You are in the money base Best Regards, HackTheBox."
ham,"And whenever you and i see we can still hook up too. Best Regards, HackTheBox."
ham,"Tell them the drug dealer's getting impatient Best Regards, HackTheBox."
ham,"I am taking you for italian food. How about a pretty dress with no panties? :) Best Regards, HackTheBox."
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
ham,"Oh... Kay... On sat right? Best Regards, HackTheBox."
ham,"Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon. Best Regards, HackTheBox."
